240586,1,2
1164229,1,1
2360,1,151
1163173,9,1661
869224,3,649
18964,1,104
1173612,1,1
558246,1,1
23993,2,280
76,1,2
832418,1,1
221299,65,1711731
25052,4,284
412825,65,1711731
18635,4,284
1012430,9,1017
15466,1,119
1169535,7,1965294
22268,9,5331
1171327,1,153
141851,1,1
228,1,1
5329,1,153
12141,2,280
315984,65,458
1169110,1,1
12691,1,123
3727,1,119
1163495,8,2583
50261,1,1
1173645,1,49
24383,2,916
977774,1,2
1173070,1,1
977825,4,183
1088028,9,1515864
7020,2,314
24177,2,628
184777,5,1957236
549901,1,1
1168248,65,458
1168303,65,635
8384,2,314
1469,1,61
1176059,7,1965294
11477,2,185
1166484,3,282
270,1,1
1168470,6,1697
347,1,1
902505,4,183
544250,1,2
4255,4,14
138,1,1
9202,1,72
8680,1,123
21995,2,916
1174939,1,119
4776,1,73
233198,1,1
1168823,1,1
13981,1,1
61728,3,282
1168147,7,1965294
1175829,6,762
149147,9,5331
989,1,2
1012456,9,1017
54,1,2
128219,65,1711731
3415,1,119
1168737,1,1
516918,1,1
33640,2,185
136715,9,8496
1173279,4,14
151258,65,458
549837,1,2
1169969,4,1006
1064199,9,1708303
1168770,1,72
47013,6,762
180715,9,208
530,1,60
1175435,8,2583
117032,2,627
49452,2,292
30562,1,153
459557,4,536
65692,1,60
153577,65,1951986
1171610,1,1
340757,1,10
229063,65,219
3336,2,314
6131,2,280
188,1,1
1282,2,314
55206,9,378
912526,6,762
165306,9,378
550179,3,649
2867,1,49
592,1,73
1169632,2,223
43310,9,5331
244783,3,649
23578,2,314
473,1,49
20718,2,185
62826,3,282
1173437,65,635
43,1,2
1172740,7,1901793
1070,1,1
244620,1,110
148,1,1
139313,6,762
127,1,1
1172976,65,458
291342,4,706
139261,6,762
31051,1,2
25188,2,292
26469,2,627
1164271,8,22427
26855,4,205
1172199,1,49
1168407,65,1711731
1169890,5,1966400
94637,1,1
21783,2,1057
680,1,99
7931,4,730
35643,2,314
94025,3,467
1163597,8,2583
6912,4,183
1164707,4,2131
1173440,65,1711731
339,1,1
22399,1,1
889,1,153
141849,1,1
7363,1,10
29549,8,3296
104558,1,99
1100770,1,1
42533,1,1
176179,2,314
700795,65,458
435328,65,216
861423,2,292
1168657,1,1
245607,5,1957236
729,1,110
1173294,5,1957236
832424,1,73
1167913,1,151
1012474,9,1017
653,1,95
482549,9,378
1170483,1,2
677888,1,2
180713,9,208
65,1,2
20569,1,95
1012467,9,1017
136717,9,8496
910,1,158
129420,2,627
544966,1,151
77773,65,458
111757,7,1965294
199153,1,2
1175681,2,1057
14978,4,183
1166500,1,151
1096,2,314
71,1,2
149162,9,5331
33397,2,650
167751,1,73
21809,1,151
1168378,5,1928334
871097,5,1957236
57,1,2
315302,4,205
17782,1,119
908383,1,95
240909,2,314
289722,1,95
1168259,6,762
20383,2,314
401004,4,361
9895,9,5331
